ID,N_VICTIMAS,FECHA_x,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Cruce,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,ROL,VICTIMA_y,SEXO,EDAD
2017-0128,1,2017-10-17,12.0,DR. JUAN F. ARANGUREN 611,CALLE,False,6,-58.44034689,-34.61349731,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,60.0
2017-0129,1,2017-10-26,19.0,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,True,9,-58.47155277,-34.64925746,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,57.0
2017-0130,1,2017-10-27,5.0,CHORROARIN Y AV. SAN MARTIN,AVENIDA,True,15,-58.47883099,-34.59967065,AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,23.0
2017-0132,1,2017-10-30,14.0,COSQUIN Y AV. CNEL. ROCA,AVENIDA,True,8,-58.46552171,-34.6937413,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,23.0
2017-0134,1,2017-11-06,18.0,AV. CNEL. ROCA 3555,AVENIDA,False,8,-58.4423972,-34.66777987,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,47.0
2017-0135,1,2017-11-07,12.0,AV. WARNES Y PUNTA ARENAS,AVENIDA,True,15,-58.47032551,-34.59626814,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,24.0
2017-0136,1,2017-11-16,8.0,DEL BARCO CENTENERA Y RABANAL,AVENIDA,True,4,-58.41827843,-34.65522746,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,55.0
2017-0137,1,2017-11-17,11.0,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,True,11,-58.51280715,-34.59279388,PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,60.0
2017-0138,1,2017-11-19,10.0,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,True,7,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25.0
2017-0139,1,2017-11-19,22.0,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,True,8,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15.0
2017-0140,1,2017-11-19,23.0,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,False,4,,,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,24.0
2017-0141,1,2017-11-23,19.0,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,True,6,-58.42717783,-34.62513374,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,22.0
2017-0143,1,2017-11-25,21.0,TRELLES Y GRAL. CESAR DIAZ,CALLE,True,11,-58.46442001,-34.60724519,AUTO-PASAJEROS,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,50.0
2017-0144,1,2017-11-26,6.0,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,True,8,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50.0
2017-0145,1,2017-11-26,17.0,MAZA Y DON BOSCO,CALLE,True,5,-58.41677733,-34.61223119,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,58.0
2017-0147,1,2017-11-28,11.0,AV. GRAL. PAZ Y AV. EVA PERON,GRAL PAZ,True,9,-58.5025179,-34.67450313,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,49.0
2017-0148,1,2017-11-29,10.0,AV. SAN JUAN Y LA RIOJA,AVENIDA,True,3,-58.40708125,-34.62438894,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,82.0
2017-0149,1,2017-11-30,12.0,AV. PASEO COLON Y MEXICO,AVENIDA,True,1,-58.36947198,-34.61477051,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,13.0
2017-0150,1,2017-12-04,1.0,AV. RIVADAVIA Y MIRALLA,AVENIDA,True,9,-58.51140889,-34.63934531,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,56.0
2017-0151,1,2017-12-04,2.0,VIEYTES Y LUJAN,CALLE,True,4,-58.37460912,-34.65559133,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,
2017-0152,1,2017-12-06,17.0,CACHI Y TRAFUL,CALLE,True,4,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,19.0
2017-0153,2,2017-12-11,2.0,ROSARIO Y AV. LA PLATA,AVENIDA,True,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,
2017-0153,2,2017-12-11,2.0,ROSARIO Y AV. LA PLATA,AVENIDA,True,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30.0
2017-0154,1,2017-12-11,9.0,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,True,4,-58.39035581,-34.63412287,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,76.0
2017-0155,1,2017-12-12,21.0,AV. RIVADAVIA 6350,AVENIDA,False,7,-58.45593915,-34.62656868,SD-MOTO,MOTO,,,MASCULINO,77.0
2017-0157,1,2017-12-17,9.0,AV. GRAL. PAZ Y HUMAITA,GRAL PAZ,True,9,-58.52866211,-34.64597065,AUTO-PASAJEROS,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,53.0
2017-0158,1,2017-12-18,21.0,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,GRAL PAZ,True,11,-58.52037476,-34.59407024,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,32.0
2017-0159,1,2017-12-20,4.0,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,True,1,-58.38896772,-34.61799615,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,27.0
2017-0160,1,2017-12-22,13.0,AV. NAZCA 365,AVENIDA,False,7,-58.47074114,-34.62771756,PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,30.0
2017-0161,1,2017-12-26,15.0,AV. EVA PERON 5249,AVENIDA,False,9,-58.48200819,-34.65969965,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,30.0
2018-0001,1,2018-01-01,22.0,San Juan Av. Y Rincón,AVENIDA,True,3,-58.39536773,-34.62297346,PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,83.0
2018-0002,1,2018-01-03,16.0,Peru 937,CALLE,False,1,-58.37456088,-34.61895467,BICICLETA-PASAJEROS,PASAJEROS,CICLISTA,BICICLETA,FEMENINO,26.0
2018-0003,1,2018-01-05,10.0,"Pueyrredon, Honorio, Dr. Av. y Galicia",AVENIDA,True,15,-58.44860217,-34.60395657,MULTIPLE,MULTIPLE,PEATON,PEATON,FEMENINO,58.0
2018-0004,1,2018-01-09,9.0,Del Libertador Av. y Manzanares,AVENIDA,True,13,-58.46129513,-34.54332766,MULTIPLE,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,39.0
2018-0005,1,2018-01-09,22.0,Paseo Colon Av. 1019,AVENIDA,False,1,-58.36907201,-34.61953517,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,54.0
2018-0006,1,2018-01-10,21.0,Valle y Barco Centenera Del,CALLE,True,6,-58.44062219,-34.62499107,BICICLETA-PASAJEROS,PASAJEROS,CICLISTA,BICICLETA,FEMENINO,45.0
2018-0007,1,2018-01-11,2.0,AU Perito Moreno  KM 0.6,AUTOPISTA,False,9,-58.52502765,-34.63601265,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,46.0
2018-0008,1,2018-01-12,17.0,"Huergo, Ing. Av. e Independencia Av.",AVENIDA,True,1,-58.36659655,-34.61687778,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,32.0
2018-0009,1,2018-01-14,2.0,"Pilcomayo y Brown, Alte. Av.",AVENIDA,True,4,-58.36737389,-34.62763661,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,19.0
2018-0010,1,2018-01-18,5.0,"Cervantes y Belaustegui, Luis, Dr.",CALLE,True,10,-58.49807953,-34.63038658,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,40.0
2018-0011,1,2018-01-19,10.0,Callao y Vte. Lopez,AVENIDA,True,2,-58.39092703,-34.59088447,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,84.0
2018-0012,1,2018-01-26,13.0,"Oliden y Chilavert, Martiniano, Coronel",CALLE,True,8,-58.46912006,-34.68049201,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,20.0
2018-0013,1,2018-01-28,8.0,Congreso Av. y Galvan,AVENIDA,True,12,-58.48661286,-34.56786129,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,44.0
2018-0014,1,2018-01-31,20.0,"Moreno, Perito Av. y Rivera Indarte",AVENIDA,True,7,-58.44074927,-34.65080597,PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,
2018-0015,2,2018-02-06,1.0,Australia Av. 2800,AVENIDA,False,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,28.0
2018-0015,2,2018-02-06,1.0,Australia Av. 2800,AVENIDA,False,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,19.0
2018-0016,1,2018-02-15,10.0,"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.",AVENIDA,True,1,-58.37533517,-34.59276462,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,31.0
2018-0017,1,2018-02-17,4.0,San Pedrito Av. y Rivadavia Av.,AVENIDA,True,7,-58.46963952,-34.63070603,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,35.0
2018-0018,1,2018-02-17,7.0,"Isabel La Catolica y Salvadores, Cnel.",CALLE,True,4,-58.37207554,-34.64543658,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,26.0
2018-0019,1,2018-02-17,12.0,Las Heras General Av. y Callao Av.,AVENIDA,True,2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,80.0
2018-0020,1,2018-02-19,22.0,Fernandez de la Cruz Subida AU Héctor J. Cámpora,AUTOPISTA,False,8,-58.45012957,-34.66518343,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,26.0
2018-0021,1,2018-02-22,10.0,AMANCIO ALCORTA Y ZAVALETA,AVENIDA,True,4,-58.40184094,-34.64546845,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,62.0
2018-0022,1,2018-02-24,0.0,"Montes De Oca, Manuel y Olavarria",AVENIDA,True,4,-58.37441153,-34.63966783,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,28.0
2018-0023,1,2018-02-24,6.0,Barco Centenera Del y Rosario,CALLE,True,6,-58.44110156,-34.62082399,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,28.0
2018-0024,1,2018-02-28,23.0,Alvarez Thomas Av. y Donado,AVENIDA,True,15,-58.47087351,-34.57827342,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,70.0
2018-0025,1,2018-03-04,22.0,Av. Avellaneda y Av. Boyacá,AVENIDA,True,7,-58.4596221,-34.6224514,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,70.0
2018-0026,2,2018-03-09,4.0,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,True,4,-58.41657793,-34.65476216,MOVIL-CARGAS,CARGAS,CONDUCTOR,MOVIL,MASCULINO,24.0
2018-0026,2,2018-03-09,4.0,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,True,4,-58.41657793,-34.65476216,MOVIL-CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30.0
2018-0027,1,2018-03-11,23.0,Castro y Rondeau,CALLE,True,5,-58.41911301,-34.63722107,PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,74.0
2018-0028,1,2018-03-13,15.0,"Bilbao, Francisco Av. y Azul",AVENIDA,True,9,-58.47120586,-34.64251042,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,71.0
2018-0029,1,2018-03-15,18.0,Nazca Av. y Gaona Av.,AVENIDA,True,11,-58.47418944,-34.62049672,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,26.0
2018-0030,1,2018-03-20,1.0,Plaza y Alvarez Thomas Av.,AVENIDA,True,15,-58.46720441,-34.57905579,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,24.0
2018-0031,1,2018-03-28,10.0,"Gaona Av. y Artigas, Jose Gervasio, Gral.",AVENIDA,True,11,-58.46909362,-34.6177971,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,31.0
2018-0032,1,2018-04-02,13.0,Cabildo Av. y Aguilar,AVENIDA,True,13,-58.44704343,-34.5688864,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,70.0
2018-0033,1,2018-04-07,7.0,Camarones y Lope De Vega Av.,AVENIDA,True,10,-58.50535541,-34.62902048,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,42.0
2018-0034,1,2018-04-11,18.0,Santa Fe Av. 2320,AVENIDA,False,2,-58.40021675,-34.59522198,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,24.0
2018-0035,1,2018-04-12,16.0,Av. Rivadavia 6950,AVENIDA,False,7,-58.46325991,-34.62919627,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,39.0
2018-0036,1,2018-04-13,23.0,Av. San Martín y Argerich,AVENIDA,True,15,-58.49471482,-34.59694755,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,37.0
2018-0037,1,2018-04-18,18.0,"Cordoba Av. y Uriburu Jose E., Pres.",AVENIDA,True,2,-58.3987261,-34.59975962,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,84.0
2018-0038,2,2018-04-20,17.0,AV. RIVADAVIA 1571,AVENIDA,False,1,-58.38872177,-34.60885045,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,59.0
2018-0038,2,2018-04-20,17.0,AV. RIVADAVIA 1571,AVENIDA,False,1,-58.38872177,-34.60885045,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,61.0
2018-0039,1,2018-04-21,22.0,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,False,14,,,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,37.0
2018-0040,1,2018-04-27,11.0,Ramon Freire y Virrey Olaguer y Feliu,CALLE,True,13,-58.45686132,-34.57305993,PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,
2018-0041,1,2018-04-27,13.0,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,True,4,-58.42281627,-34.64282424,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,78.0
2018-0042,1,2018-04-27,18.0,BRANDSEN y PERDRIEL,CALLE,True,4,-58.38666024,-34.63953396,MOTO-CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23.0
2018-0043,1,2018-04-28,6.0,"Vilardebo, Teodoro y Alvarez Jonte Av.",AVENIDA,True,11,-58.49122843,-34.61207587,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,25.0
2018-0044,1,2018-04-28,9.0,Alberti e Independencia Av.,AVENIDA,True,3,-58.40098306,-34.61866627,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,50.0
2018-0045,1,2018-04-30,7.0,Alvarez Thomas Av. 879,AVENIDA,False,13,-58.45448963,-34.5791692,AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,60.0
2018-0046,1,2018-05-02,3.0,Av. Gral. Paz y Av. Rivadavia,GRAL PAZ,True,9,-58.52927982,-34.63931752,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,11.0
2018-0047,1,2018-05-08,19.0,Av. Corrientes y Av. Dorrego,AVENIDA,True,15,-58.44759966,-34.5917024,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,82.0
2018-0048,1,2018-05-09,10.0,Rivadavia Av. y Pedernera,AVENIDA,True,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,57.0
2018-0049,1,2018-05-11,19.0,Quesada 2300,CALLE,False,13,-58.4621322,-34.55395823,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,40.0
2018-0050,1,2018-05-14,18.0,Cabildo Av. y Juramento Av.,AVENIDA,True,13,-58.45669422,-34.5620361,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,47.0
2018-0051,1,2018-05-15,21.0,"California y Carbonari, Francisco, Cmte.",CALLE,True,4,-58.3597716,-34.64341878,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,57.0
2018-0052,1,2018-05-18,20.0,"Carril, Salvador Maria Del Av. y Nazca",AVENIDA,True,15,-58.49820145,-34.59070093,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,78.0
2018-0053,1,2018-05-20,2.0,San Luis y Aguero,CALLE,True,3,-58.4105928,-34.5993918,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,43.0
2018-0054,1,2018-05-22,11.0,Lugones 2430,CALLE,False,12,-58.47969138,-34.57121563,PEATON-BICICLETA,BICICLETA,PEATON,PEATON,FEMENINO,86.0
2018-0055,1,2018-05-29,7.0,Independencia Av. y Jujuy Av.,AVENIDA,True,3,-58.40351561,-34.61883916,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,21.0
2018-0056,1,2018-06-02,13.0,Av. Rivadavia 11050,AVENIDA,False,9,-58.51973844,-34.63918987,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,69.0
2018-0057,1,2018-06-03,3.0,Combate De Los Pozos y Humberto 1°,CALLE,True,3,-58.39311376,-34.62163006,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,33.0
2018-0058,1,2018-06-03,6.0,Cordoba Av. y Thames,AVENIDA,True,15,-58.43531242,-34.59082159,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,26.0
2018-0059,1,2018-06-08,6.0,"Garay, Juan De Av. y Sanchez De Loria",AVENIDA,True,5,-58.41178165,-34.63035454,MOTO-MOVIL,OTRO,CONDUCTOR,MOTO,MASCULINO,54.0
2018-0060,1,2018-06-08,12.0,"Lavalle y Alem, Leandro N. Av.",AVENIDA,True,1,-58.370488,-34.60189492,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,51.0
2018-0061,1,2018-06-10,11.0,Estados Unidos y Pichincha,CALLE,True,3,-58.39883882,-34.61964833,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,51.0
2018-0062,1,2018-06-14,1.0,Rosario y Barco Centenera Del,CALLE,True,6,-58.44110156,-34.62082399,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,32.0
2018-0063,1,2018-06-16,21.0,Av. Leandro N. Alem y Viamonte,AVENIDA,True,1,-58.37093138,-34.59952725,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,28.0
2018-0064,1,2018-06-25,1.0,Varela Av. y Primera Junta,AVENIDA,True,7,-58.45855262,-34.63953253,AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,30.0
2018-0065,1,2018-06-26,17.0,"Pellegrini, Carlos y Juncal",CALLE,True,1,-58.38161909,-34.59283447,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,35.0
2018-0066,1,2018-06-28,11.0,Av. Corrientes y Av. Federico Lacroze,AVENIDA,True,15,-58.45511899,-34.58698157,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,73.0
2018-0067,1,2018-06-29,16.0,"Montes De Oca, Manuel y Finochietto Enrique Dr.",AVENIDA,True,4,-58.37724226,-34.62973033,PASAJEROS-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81.0
2018-0068,1,2018-07-01,9.0,"Carabobo Av. y Alberdi, Juan Bautista Av.",AVENIDA,True,7,-58.45546217,-34.62930339,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,21.0
2018-0069,1,2018-07-04,21.0,"Córdoba Av. 2215

",AVENIDA,False,2,-58.39897064,-34.59954925,BICICLETA-PASAJEROS,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,20.0
2018-0070,1,2018-07-07,15.0,"Estados Unidos y Urquiza, Gral.",CALLE,True,3,-58.40917826,-34.62126274,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,33.0
2018-0071,1,2018-07-10,17.0,Moreno y Av. Huergo,AVENIDA,True,1,-58.36726348,-34.61099738,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,
2018-0072,1,2018-07-11,13.0,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,False,8,-58.48267426,-34.68454456,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,27.0
2018-0073,1,2018-07-11,15.0,"Iriarte, Gral. Av. 3400",AVENIDA,False,4,-58.39546165,-34.65168841,PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,67.0
2018-0074,1,2018-07-14,6.0,AV. JUAN B. ALBERDI 2968,AVENIDA,False,7,-58.46941984,-34.63376545,AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,25.0
2018-0075,1,2018-07-15,7.0,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,True,14,-58.40367321,-34.58129246,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,23.0
2018-0076,1,2018-07-16,9.0,"Chavez, Jorge y Paz, Gral. Av.",CALLE,True,9,-58.52932872,-34.65014993,AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,73.0
2018-0077,1,2018-07-16,23.0,"Urquiza, Gral. y Estados Unidos",CALLE,True,3,-58.40917826,-34.62126274,AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,58.0
2018-0078,1,2018-07-21,6.0,Paraguay y Sánchez De Bustamante,CALLE,True,2,-58.41264127,-34.59473294,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,27.0
2018-0079,1,2018-07-23,7.0,"De Los Corrales Av. y Paz, Gral. Av.",GRAL PAZ,True,9,-58.50877521,-34.66977709,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,
2018-0080,1,2018-07-25,22.0,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,True,9,-58.51232237,-34.6590353,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,26.0
2018-0081,1,2018-07-29,6.0,Castañares Av. y Rivera Indarte Av.,AVENIDA,True,7,-58.44744156,-34.64567171,MULTIPLE,MULTIPLE,PEATON,PEATON,MASCULINO,35.0
2018-0082,1,2018-08-01,15.0,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,True,9,-58.49441273,-34.65869968,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,17.0
2018-0083,1,2018-08-02,5.0,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",GRAL PAZ,True,8,-58.47976785,-34.69153196,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,
2018-0084,1,2018-08-03,7.0,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,True,1,-58.36523349,-34.62260331,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,45.0
2018-0085,2,2018-08-03,18.0,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,True,3,-58.39118948,-34.62704273,MOTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22.0
2018-0085,2,2018-08-03,18.0,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,True,3,-58.39118948,-34.62704273,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30.0
2018-0086,1,2018-08-10,21.0,Directorio Av. y Guardia Nacional,AVENIDA,True,9,-58.49019551,-34.65015854,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,40.0
2018-0087,1,2018-08-15,19.0,Pavon Av. Y Colombres,AVENIDA,True,5,-58.41644362,-34.63023775,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,75.0
2018-0088,1,2018-08-17,16.0,Av. Gral. Paz y Av. Dr. Ricardo Balbín,GRAL PAZ,True,12,-58.5007381,-34.5497951,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,
2018-0089,1,2018-08-17,17.0,Pichincha Av. y Brasil,AVENIDA,True,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,80.0
2018-0090,1,2018-08-18,10.0,27 De Febrero Av. y Pergamino,AVENIDA,True,8,-58.43284809,-34.67051543,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,27.0
2018-0091,1,2018-08-19,18.0,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,True,9,-58.52280139,-34.63659934,AUTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23.0
2018-0092,1,2018-08-20,8.0,Cordoba Av. y Gascon,AVENIDA,True,14,-58.4233693,-34.59774487,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23.0
2018-0093,1,2018-08-20,8.0,15 De Noviembre De 1889 1513,CALLE,False,1,-58.38691681,-34.63105973,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,24.0
2018-0094,1,2018-08-23,5.0,"Salguero, Jeronimo y Beruti",CALLE,True,14,-58.4116902,-34.5857988,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,32.0
2018-0095,1,2018-08-26,0.0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,True,9,-58.46739825,-34.65117757,AUTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49.0
2018-0096,1,2018-08-31,22.0,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,True,8,-58.44483258,-34.67152226,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,39.0
2018-0097,1,2018-09-02,10.0,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,True,8,-58.43254025,-34.66128115,AUTO-MOVIL,OTRO,CONDUCTOR,AUTO,FEMENINO,35.0
